scale9,scale10,scale11,scale12,scale14,scale15,scale16,scale13,TIMESTAMP
8.895,8.921,8.975,8.9595,8.8835,9.291,9.4305,8.568,2020-02-01 18:13:26
8.8935,8.9185,8.974,8.9575,8.883,9.283,9.428,8.566,2020-02-01 18:28:30
8.893,8.9175,8.974,8.9555,8.8825,9.2765,9.4255,8.565,2020-02-01 18:43:34
8.893,8.916,8.974,8.9545,8.882,9.273,9.4245,8.565,2020-02-01 18:58:38
8.893,8.9155,8.9735,8.954,8.8815,9.2705,9.424,8.5645,2020-02-01 19:13:42
8.893,8.915,8.974,8.9535,8.8815,9.2695,9.4235,8.5645,2020-02-01 19:28:46
8.893,8.9145,8.974,8.9535,8.881,9.2685,9.423,8.5645,2020-02-01 19:43:50
8.893,8.9135,8.974,8.9535,8.881,9.268,9.423,8.565,2020-02-01 19:58:54
8.893,8.914,8.9745,8.953,8.881,9.268,9.423,8.565,2020-02-01 20:13:58
8.893,8.914,8.974,8.953,8.881,9.268,9.4245,8.565,2020-02-01 20:29:01
8.893,8.914,8.9745,8.953,8.881,9.267,9.4255,8.565,2020-02-01 20:44:05
8.8925,8.914,8.9745,8.953,8.8815,9.267,9.4255,8.565,2020-02-01 20:59:09
8.893,8.9135,8.974,8.9525,8.8815,9.2665,9.4255,8.565,2020-02-01 21:14:13
8.893,8.9135,8.974,8.9525,8.8815,9.2665,9.4245,8.565,2020-02-01 21:29:17
8.8925,8.913,8.974,8.952,8.8815,9.264,9.4235,8.5645,2020-02-01 21:44:21
8.8915,8.911,8.973,8.9505,8.8805,9.259,9.4205,8.563,2020-02-01 21:59:25
8.89,8.909,8.972,8.948,8.88,9.252,9.4175,8.5615,2020-02-01 22:14:29
8.8885,8.9075,8.9705,8.945,8.879,9.244,9.414,8.56,2020-02-01 22:29:32
8.8875,8.905,8.97,8.943,8.8785,9.238,9.412,8.5585,2020-02-01 22:44:36
8.887,8.904,8.97,8.942,8.878,9.2345,9.411,8.5585,2020-02-01 22:59:40
8.887,8.9035,8.97,8.942,8.8775,9.2325,9.4105,8.5585,2020-02-01 23:14:44
8.887,8.902,8.97,8.9415,8.877,9.2315,9.41,8.5585,2020-02-01 23:29:48
8.887,8.9025,8.97,8.941,8.877,9.2305,9.41,8.5585,2020-02-01 23:44:52
8.887,8.902,8.97,8.9405,8.8765,9.2295,9.4095,8.5585,2020-02-01 23:59:56
