scale3,scale1,scale5,scale8,TIMESTAMP,scale7,scale6,scale2,scale4
9.9,9.21,8.851,8.843,2020-01-20 12:32:41,8.8335,8.826,9.1015,10.278
9.8985,9.2105,8.851,8.841,2020-01-20 12:47:45,8.832,8.825,9.1005,10.28
9.8975,9.2105,8.851,8.8405,2020-01-20 13:02:49,8.8315,8.825,9.1005,10.281
9.8975,9.2105,8.851,8.8395,2020-01-20 13:17:53,8.8305,8.825,9.1005,10.274
9.896,9.2105,8.851,8.8395,2020-01-20 13:32:57,8.83,8.824,9.1,10.274
9.8955,9.2105,8.851,8.839,2020-01-20 13:48:00,8.83,8.824,9.1,10.274
9.8955,9.2105,8.851,8.839,2020-01-20 14:03:04,8.83,8.824,9.1005,10.274
9.8955,9.2105,8.851,8.839,2020-01-20 14:18:08,8.83,8.824,9.1005,10.275
9.895,9.211,8.851,8.839,2020-01-20 14:33:12,8.83,8.824,9.1005,10.275
9.895,9.211,8.851,8.839,2020-01-20 14:48:16,8.83,8.824,9.1005,10.276
9.895,9.211,8.851,8.839,2020-01-20 15:03:20,8.83,8.8235,9.1005,10.274
9.895,9.211,8.851,8.839,2020-01-20 15:18:24,8.8295,8.8235,9.1005,10.274
9.8955,9.211,8.851,8.839,2020-01-20 15:33:28,8.83,8.824,9.1005,10.275
9.906,9.2095,8.849,8.8465,2020-01-20 15:48:31,8.84,8.825,9.1045,10.269
9.9215,9.2085,8.846,8.864,2020-01-20 16:03:35,8.8575,8.83,9.112,10.257
9.9365,9.208,8.8435,8.88,2020-01-20 16:18:39,8.873,8.836,9.118,10.253
9.948,9.208,8.842,8.889,2020-01-20 16:33:43,8.881,8.84,9.121,10.26
9.9545,9.208,8.841,8.8935,2020-01-20 16:48:47,8.8855,8.8425,9.1225,10.263
9.9575,9.208,8.8405,8.8965,2020-01-20 17:03:51,8.887,8.8445,9.123,10.262
9.959,9.208,8.84,8.8965,2020-01-20 17:18:55,8.887,8.8455,9.1225,10.267
9.959,9.208,8.84,8.896,2020-01-20 17:33:59,8.8865,8.846,9.1225,10.267
9.9595,9.208,8.84,8.896,2020-01-20 17:49:03,8.8865,8.846,9.122,10.267
9.959,9.208,8.84,8.8955,2020-01-20 18:04:06,8.886,8.846,9.122,10.268
9.9585,9.2085,8.8405,8.8955,2020-01-20 18:19:10,8.886,8.8465,9.122,10.268
9.9585,9.2085,8.8405,8.8955,2020-01-20 18:34:14,8.886,8.8465,9.122,10.269
9.958,9.2085,8.8405,8.896,2020-01-20 18:49:18,8.886,8.8465,9.122,10.269
9.9575,9.2085,8.8405,8.8955,2020-01-20 19:04:22,8.8855,8.847,9.122,10.269
9.958,9.2085,8.841,8.8955,2020-01-20 19:19:26,8.8855,8.847,9.1215,10.269
9.958,9.2085,8.841,8.8955,2020-01-20 19:34:30,8.886,8.847,9.122,10.27
9.9585,9.2085,8.841,8.8955,2020-01-20 19:49:34,8.886,8.847,9.122,10.269
9.9585,9.2085,8.841,8.896,2020-01-20 20:04:38,8.886,8.847,9.122,10.269
9.9585,9.2085,8.841,8.896,2020-01-20 20:19:41,8.8865,8.847,9.122,10.27
9.9575,9.2085,8.841,8.896,2020-01-20 20:34:45,8.886,8.847,9.122,10.27
9.958,9.209,8.8415,8.896,2020-01-20 20:49:49,8.886,8.847,9.122,10.271
9.9585,9.209,8.8415,8.896,2020-01-20 21:04:53,8.8865,8.8475,9.122,10.271
9.9585,9.2085,8.8415,8.896,2020-01-20 21:19:57,8.8865,8.8475,9.122,10.27
9.958,9.209,8.8415,8.896,2020-01-20 21:35:01,8.8865,8.8475,9.122,10.269
9.958,9.209,8.8415,8.8965,2020-01-20 21:50:05,8.8865,8.8475,9.122,10.271
9.957,9.209,8.8415,8.896,2020-01-20 22:05:09,8.886,8.8475,9.122,10.271
9.9555,9.209,8.842,8.895,2020-01-20 22:20:12,8.884,8.847,9.1215,10.272
9.954,9.209,8.8425,8.893,2020-01-20 22:35:16,8.882,8.8465,9.1205,10.273
9.9515,9.2095,8.843,8.8905,2020-01-20 22:50:20,8.8795,8.846,9.1195,10.275
9.9485,9.2095,8.8435,8.8885,2020-01-20 23:05:24,8.8775,8.845,9.1185,10.276
9.9465,9.2095,8.844,8.887,2020-01-20 23:20:28,8.8755,8.8445,9.118,10.278
9.945,9.21,8.844,8.8855,2020-01-20 23:35:32,8.8745,8.844,9.1175,10.279
9.9445,9.21,8.8445,8.885,2020-01-20 23:50:36,8.8745,8.844,9.1175,10.28
