scale3,scale1,scale5,scale8,TIMESTAMP,scale7,scale6,scale2,scale4
9.9315,9.215,8.849,8.8745,2020-01-22 07:58:55,8.865,8.84,9.1185,10.291
9.931,9.215,8.849,8.874,2020-01-22 08:13:58,8.8645,8.8405,9.1185,10.29
9.931,9.215,8.849,8.874,2020-01-22 08:29:02,8.865,8.84,9.1185,10.291
9.93,9.2155,8.849,8.8735,2020-01-22 08:44:06,8.864,8.84,9.1185,10.291
9.928,9.2155,8.8495,8.872,2020-01-22 08:59:10,8.8625,8.8395,9.118,10.292
9.9265,9.2155,8.8495,8.8705,2020-01-22 09:14:14,8.8605,8.8395,9.117,10.293
9.925,9.216,8.85,8.868,2020-01-22 09:29:18,8.8585,8.8385,9.1165,10.288
9.923,9.216,8.85,8.866,2020-01-22 09:44:22,8.857,8.8375,9.1165,10.289
9.9215,9.216,8.8505,8.865,2020-01-22 09:59:26,8.8555,8.8365,9.116,10.29
9.9205,9.216,8.8505,8.864,2020-01-22 10:14:30,8.855,8.837,9.1155,10.291
9.92,9.216,8.8505,8.8635,2020-01-22 10:29:33,8.8545,8.8365,9.115,10.29
9.919,9.2165,8.851,8.8635,2020-01-22 10:44:37,8.854,8.836,9.115,10.291
9.9185,9.216,8.851,8.863,2020-01-22 10:59:41,8.8535,8.836,9.1155,10.292
9.9185,9.216,8.851,8.863,2020-01-22 11:14:45,8.8535,8.836,9.115,10.291
9.9185,9.2165,8.851,8.863,2020-01-22 11:29:49,8.8535,8.8355,9.115,10.292
9.9185,9.2165,8.851,8.863,2020-01-22 11:44:53,8.8535,8.836,9.1145,10.292
9.918,9.2165,8.851,8.8635,2020-01-22 11:59:57,8.8535,8.835,9.115,10.292
9.9185,9.2165,8.851,8.863,2020-01-22 12:15:01,8.8535,8.836,9.1145,10.292
9.9185,9.2165,8.851,8.863,2020-01-22 12:30:05,8.8535,8.836,9.115,10.292
9.9175,9.2165,8.851,8.8625,2020-01-22 12:45:09,8.8525,8.836,9.1145,10.293
9.917,9.2165,8.8515,8.8615,2020-01-22 13:00:12,8.8515,8.835,9.114,10.284
9.9155,9.217,8.8515,8.86,2020-01-22 13:15:16,8.85,8.835,9.114,10.287
9.9135,9.217,8.852,8.8575,2020-01-22 13:30:20,8.848,8.8335,9.113,10.288
9.9125,9.217,8.852,8.8555,2020-01-22 13:45:24,8.8465,8.8335,9.112,10.283
9.911,9.217,8.852,8.8545,2020-01-22 14:00:28,8.8455,8.8325,9.112,10.285
9.9105,9.217,8.852,8.854,2020-01-22 14:15:32,8.845,8.8325,9.112,10.285
9.9095,9.2175,8.852,8.8535,2020-01-22 14:30:36,8.8445,8.832,9.1115,10.285
9.909,9.217,8.8525,8.853,2020-01-22 14:45:40,8.844,8.832,9.1115,10.286
9.9085,9.2175,8.8525,8.8525,2020-01-22 15:00:44,8.8435,8.832,9.1115,10.286
9.908,9.2175,8.8525,8.8525,2020-01-22 15:15:48,8.8435,8.8315,9.1115,10.287
9.908,9.2175,8.8525,8.852,2020-01-22 15:30:52,8.843,8.831,9.111,10.287
9.9075,9.2175,8.8525,8.8515,2020-01-22 15:45:55,8.843,8.8315,9.111,10.287
9.907,9.2175,8.8525,8.8515,2020-01-22 16:00:59,8.8425,8.831,9.111,10.287
9.9065,9.2175,8.8525,8.8515,2020-01-22 16:16:03,8.842,8.8315,9.111,10.287
9.9065,9.218,8.852,8.851,2020-01-22 16:31:07,8.842,8.8305,9.111,10.287
9.906,9.2175,8.8525,8.8505,2020-01-22 16:46:11,8.8415,8.8305,9.111,10.287
9.9055,9.218,8.8525,8.85,2020-01-22 17:01:15,8.841,8.831,9.1105,10.288
9.903,9.218,8.853,8.8475,2020-01-22 17:16:19,8.839,8.8295,9.1095,10.288
9.902,9.2185,8.853,8.845,2020-01-22 17:31:23,8.8365,8.829,9.109,10.283
9.9,9.2185,8.853,8.843,2020-01-22 17:46:27,8.835,8.8285,9.1085,10.284
9.8985,9.2185,8.8535,8.8415,2020-01-22 18:01:31,8.834,8.8285,9.108,10.286
9.898,9.2185,8.8535,8.841,2020-01-22 18:16:34,8.8335,8.8275,9.1075,10.285
9.897,9.2185,8.8535,8.841,2020-01-22 18:31:38,8.8335,8.827,9.1075,10.285
9.8965,9.2185,8.8535,8.841,2020-01-22 18:46:42,8.833,8.827,9.1075,10.285
9.8965,9.2185,8.8535,8.841,2020-01-22 19:01:46,8.833,8.8265,9.1075,10.286
9.8965,9.219,8.8535,8.841,2020-01-22 19:16:50,8.8325,8.827,9.1075,10.286
9.896,9.219,8.8535,8.841,2020-01-22 19:31:54,8.833,8.827,9.1075,10.286
9.896,9.2185,8.8535,8.841,2020-01-22 19:46:58,8.8325,8.8265,9.1075,10.285
9.896,9.219,8.853,8.841,2020-01-22 20:02:02,8.8325,8.827,9.108,10.285
9.896,9.219,8.853,8.841,2020-01-22 20:17:05,8.8325,8.8265,9.1075,10.286
9.896,9.219,8.853,8.841,2020-01-22 20:32:09,8.8325,8.826,9.108,10.285
9.904,9.2175,8.8515,8.847,2020-01-22 20:47:13,8.8415,8.828,9.111,10.28
9.92,9.2165,8.849,8.864,2020-01-22 21:02:17,8.859,8.8325,9.1185,10.269
9.9355,9.216,8.8465,8.879,2020-01-22 21:17:21,8.8735,8.838,9.124,10.26
9.9465,9.216,8.845,8.888,2020-01-22 21:32:25,8.8815,8.842,9.127,10.267
9.953,9.216,8.844,8.8925,2020-01-22 21:47:29,8.886,8.8445,9.1285,10.269
9.957,9.216,8.843,8.8955,2020-01-22 22:02:33,8.8885,8.8465,9.1295,10.267
9.9595,9.216,8.8425,8.8975,2020-01-22 22:17:36,8.89,8.848,9.13,10.266
9.9615,9.216,8.8425,8.899,2020-01-22 22:32:40,8.891,8.849,9.13,10.265
9.9625,9.216,8.8425,8.8995,2020-01-22 22:47:44,8.892,8.85,9.1305,10.265
9.9635,9.216,8.8425,8.9005,2020-01-22 23:02:48,8.8925,8.8505,9.131,10.265
9.964,9.216,8.8425,8.901,2020-01-22 23:17:52,8.8935,8.851,9.131,10.265
9.965,9.216,8.8425,8.9015,2020-01-22 23:32:56,8.894,8.8515,9.1315,10.265
9.966,9.216,8.8425,8.9025,2020-01-22 23:48:00,8.895,8.8515,9.1315,10.265
