scale3,scale1,scale5,scale8,TIMESTAMP,scale7,scale6,scale2,scale4
9.938,9.226,8.852,8.878,2020-01-25 15:49:33,8.873,8.8445,9.128,10.296
9.9375,9.226,8.852,8.878,2020-01-25 16:04:36,8.8725,8.8455,9.128,10.297
9.9355,9.226,8.852,8.877,2020-01-25 16:19:40,8.8705,8.845,9.127,10.298
9.9335,9.2265,8.8525,8.8755,2020-01-25 16:34:44,8.868,8.844,9.1265,10.299
9.9305,9.2265,8.8525,8.8725,2020-01-25 16:49:48,8.8655,8.8435,9.1255,10.3
9.928,9.2265,8.853,8.87,2020-01-25 17:04:52,8.8625,8.843,9.1245,10.297
9.926,9.2265,8.853,8.8685,2020-01-25 17:19:56,8.861,8.8415,9.124,10.293
9.9245,9.2265,8.8535,8.8675,2020-01-25 17:35:00,8.86,8.841,9.1235,10.294
9.9235,9.227,8.8535,8.867,2020-01-25 17:50:04,8.859,8.841,9.1235,10.295
9.9235,9.227,8.8535,8.8665,2020-01-25 18:05:08,8.859,8.8405,9.1235,10.295
9.9225,9.227,8.8535,8.866,2020-01-25 18:20:11,8.8585,8.84,9.123,10.294
9.9225,9.227,8.8535,8.866,2020-01-25 18:35:15,8.8585,8.8405,9.1235,10.294
9.922,9.227,8.8535,8.866,2020-01-25 18:50:19,8.858,8.84,9.123,10.295
9.9225,9.227,8.8535,8.866,2020-01-25 19:05:23,8.858,8.84,9.123,10.295
9.922,9.227,8.8535,8.866,2020-01-25 19:20:27,8.858,8.8395,9.123,10.294
9.922,9.227,8.8535,8.8655,2020-01-25 19:35:31,8.858,8.84,9.1235,10.294
9.922,9.227,8.8535,8.866,2020-01-25 19:50:35,8.858,8.8395,9.123,10.294
9.922,9.227,8.8535,8.866,2020-01-25 20:05:39,8.858,8.8395,9.123,10.295
9.9205,9.2275,8.8535,8.865,2020-01-25 20:20:42,8.857,8.8395,9.123,10.296
9.919,9.2275,8.854,8.863,2020-01-25 20:35:46,8.855,8.8385,9.1225,10.296
9.9175,9.2275,8.854,8.8615,2020-01-25 20:50:50,8.8535,8.8385,9.122,10.297
9.916,9.2275,8.8545,8.8595,2020-01-25 21:05:54,8.852,8.838,9.1215,10.291
9.9145,9.228,8.8545,8.8575,2020-01-25 21:20:58,8.8505,8.837,9.121,10.293
9.913,9.228,8.855,8.8565,2020-01-25 21:36:02,8.8495,8.8365,9.1205,10.293
9.912,9.228,8.855,8.8555,2020-01-25 21:51:06,8.8485,8.836,9.1205,10.294
9.9115,9.228,8.855,8.855,2020-01-25 22:06:10,8.848,8.836,9.1205,10.294
9.9105,9.228,8.855,8.8545,2020-01-25 22:21:13,8.8475,8.8355,9.1205,10.295
9.9105,9.228,8.855,8.854,2020-01-25 22:36:17,8.847,8.8355,9.12,10.296
9.91,9.228,8.855,8.8535,2020-01-25 22:51:21,8.847,8.8345,9.1205,10.295
9.91,9.228,8.855,8.8535,2020-01-25 23:06:25,8.847,8.8345,9.12,10.295
9.91,9.228,8.855,8.8535,2020-01-25 23:21:29,8.847,8.8345,9.12,10.296
9.9095,9.228,8.855,8.854,2020-01-25 23:36:33,8.847,8.8345,9.12,10.295
9.9095,9.228,8.855,8.854,2020-01-25 23:51:37,8.847,8.835,9.1205,10.295
