scale9,scale10,scale11,scale12,scale14,scale15,scale16,scale13,TIMESTAMP
8.8805,8.889,8.9665,8.927,8.8835,9.1775,9.4005,8.554,2020-02-04 10:29:44
8.8795,8.887,8.966,8.925,8.882,9.1705,9.3975,8.5525,2020-02-04 10:44:48
8.879,8.8865,8.966,8.924,8.8815,9.166,9.396,8.552,2020-02-04 10:59:52
8.8785,8.8855,8.966,8.9235,8.8805,9.164,9.396,8.552,2020-02-04 11:14:56
8.8785,8.885,8.966,8.923,8.88,9.1625,9.3955,8.5515,2020-02-04 11:30:00
8.879,8.885,8.966,8.923,8.88,9.1615,9.395,8.552,2020-02-04 11:45:03
8.8785,8.884,8.966,8.9225,8.88,9.1605,9.3945,8.5515,2020-02-04 12:00:07
8.8785,8.8835,8.966,8.9225,8.8795,9.16,9.3945,8.552,2020-02-04 12:15:11
8.88,8.8855,8.9675,8.924,8.88,9.1635,9.397,8.553,2020-02-04 12:30:15
8.88,8.8855,8.9685,8.927,8.8795,9.1695,9.398,8.5545,2020-02-04 12:45:19
8.88,8.8875,8.9705,8.9335,8.8795,9.1825,9.397,8.5565,2020-02-04 13:00:23
8.8795,8.8905,0.0,8.9375,0.0,0.0,9.3955,8.558,2020-02-04 13:15:27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-04 13:30:31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-04 13:45:35
10.09,8.9075,9.0545,10.16,8.963,9.3,9.42,8.558,2020-02-04 14:00:38
10.087,12.012,9.0535,10.155,8.964,9.299,9.421,8.5585,2020-02-04 14:15:42
10.085,12.008,12.246,10.151,8.965,9.3015,9.423,11.567,2020-02-04 14:30:46
10.081,12.005,12.245,10.15,12.132,11.002,9.424,11.563,2020-02-04 14:45:50
10.078,12.003,12.244,10.15,12.13,12.603,9.425,11.559,2020-02-04 15:00:54
10.074,12.001,12.235,10.147,12.129,12.596,12.763,11.555,2020-02-04 15:15:58
10.07,11.996,12.23,10.14,12.124,12.573,12.757,11.547,2020-02-04 15:31:02
10.065,11.99,12.228,10.136,12.121,12.559,12.752,11.544,2020-02-04 15:46:06
10.063,11.99,12.227,10.134,12.123,12.569,NAN,11.546,2020-02-04 16:01:10
10.063,11.99,12.226,10.135,12.12,12.581,12.751,11.546,2020-02-04 16:16:13
10.062,11.99,12.224,10.136,12.117,12.586,12.749,11.545,2020-02-04 16:31:17
10.057,11.986,12.219,10.132,12.114,12.572,12.743,11.538,2020-02-04 16:46:21
10.053,11.982,12.217,10.129,12.112,12.561,12.738,11.534,2020-02-04 17:01:25
10.051,11.979,12.215,10.129,12.11,12.564,12.734,11.533,2020-02-04 17:16:29
10.05,11.978,12.213,10.129,12.108,12.566,12.732,11.532,2020-02-04 17:31:33
10.046,11.974,12.208,10.124,12.106,12.554,12.726,11.526,2020-02-04 17:46:37
10.043,11.97,12.207,10.121,12.104,12.549,12.722,11.523,2020-02-04 18:01:41
10.041,11.968,12.204,10.119,12.102,12.546,12.718,11.52,2020-02-04 18:16:45
10.038,11.964,12.201,10.116,12.1,12.536,12.713,11.516,2020-02-04 18:31:48
10.037,11.962,12.198,10.114,12.098,12.534,12.71,11.513,2020-02-04 18:46:52
10.036,11.96,12.196,10.113,12.096,12.534,12.707,11.511,2020-02-04 19:01:56
10.033,11.957,12.192,10.109,12.094,12.525,12.703,11.507,2020-02-04 19:17:00
10.03,11.953,12.189,10.106,12.092,12.52,12.699,11.503,2020-02-04 19:32:04
10.028,11.95,12.185,10.103,12.09,12.511,12.695,11.499,2020-02-04 19:47:08
10.026,11.947,12.184,10.101,12.088,12.51,12.691,11.497,2020-02-04 20:02:12
10.025,11.946,12.183,10.103,12.087,12.519,12.689,11.497,2020-02-04 20:17:16
10.023,11.945,12.178,10.101,12.085,12.514,12.686,11.493,2020-02-04 20:32:20
10.021,11.941,12.175,10.098,12.083,12.508,12.682,11.489,2020-02-04 20:47:23
10.019,11.939,12.174,10.098,12.082,12.51,12.68,11.488,2020-02-04 21:02:27
10.017,11.936,12.169,10.095,12.08,12.482,12.676,11.484,2020-02-04 21:17:31
10.015,11.933,12.168,10.094,12.078,12.477,12.673,11.482,2020-02-04 21:32:35
10.013,11.931,12.165,10.093,12.077,12.469,12.67,11.48,2020-02-04 21:47:39
10.011,11.928,12.162,10.091,12.075,12.456,12.666,11.476,2020-02-04 22:02:43
10.01,11.925,12.157,10.088,12.073,12.441,12.662,11.472,2020-02-04 22:17:47
10.007,11.921,12.154,10.084,12.07,12.427,12.657,11.467,2020-02-04 22:32:51
10.005,11.918,12.152,10.083,12.068,12.417,12.653,11.465,2020-02-04 22:47:55
