scale9,scale10,scale11,scale12,scale14,scale15,scale16,scale13,TIMESTAMP
9.901,11.114,11.715,9.994,11.526,11.833,13.03,11.028,2020-03-02 06:56:30
9.9015,11.113,11.714,9.9935,11.526,11.833,13.03,11.027,2020-03-02 07:11:34
9.9015,11.113,11.714,9.9935,11.526,11.834,13.03,11.027,2020-03-02 07:26:38
9.9015,11.113,11.714,9.9935,11.526,11.835,13.03,11.027,2020-03-02 07:41:42
9.9015,11.112,11.713,9.993,11.526,11.835,13.029,11.026,2020-03-02 07:56:46
9.901,11.111,11.712,9.9925,11.525,11.834,13.029,11.025,2020-03-02 08:11:50
9.901,11.11,11.712,9.9925,11.525,11.834,13.028,11.024,2020-03-02 08:26:53
9.9,11.11,11.711,9.992,11.525,11.834,13.028,11.024,2020-03-02 08:41:57
9.9,11.11,11.711,9.992,11.525,11.834,13.028,11.024,2020-03-02 08:57:01
9.8995,11.109,11.71,9.992,11.524,11.834,13.027,11.023,2020-03-02 09:12:05
9.9,11.108,11.709,9.9915,11.524,11.833,13.027,11.022,2020-03-02 09:27:09
9.899,11.107,11.708,9.9915,11.524,11.833,13.027,11.022,2020-03-02 09:42:13
9.899,11.106,11.708,9.9915,11.524,11.833,13.026,11.021,2020-03-02 09:57:17
9.899,11.105,11.707,9.9915,11.523,11.833,13.026,11.021,2020-03-02 10:12:21
9.899,11.104,11.707,9.991,11.523,11.832,13.025,11.02,2020-03-02 10:27:25
9.8985,11.104,11.707,9.9905,11.523,11.832,13.026,11.02,2020-03-02 10:42:28
9.8985,11.103,11.706,9.9905,11.522,11.832,13.025,11.019,2020-03-02 10:57:32
9.8985,11.102,11.705,9.99,11.522,11.832,13.025,11.019,2020-03-02 11:12:36
9.899,11.102,11.705,9.99,11.522,11.831,13.024,11.018,2020-03-02 11:27:40
9.899,11.098,11.702,9.9885,11.521,11.828,13.022,11.017,2020-03-02 11:42:44
9.898,11.094,11.7,9.987,11.519,11.822,13.017,11.014,2020-03-02 11:57:48
9.896,11.088,11.698,9.9845,11.518,11.815,13.012,11.011,2020-03-02 12:12:52
9.894,11.081,11.694,9.982,11.516,11.806,13.007,11.009,2020-03-02 12:27:56
9.893,11.076,11.692,9.98,11.515,11.798,13.004,11.007,2020-03-02 12:43:00
9.892,11.07,11.69,9.978,11.513,11.793,13.002,11.005,2020-03-02 12:58:03
9.8905,11.067,11.688,9.976,11.514,11.787,12.998,11.003,2020-03-02 13:13:07
9.8885,11.058,11.685,9.974,11.51,11.78,12.994,11.001,2020-03-02 13:28:11
9.888,11.054,11.683,9.972,11.509,11.774,12.992,10.999,2020-03-02 13:43:15
9.887,11.05,11.681,9.971,11.508,11.771,12.991,10.998,2020-03-02 13:58:19
9.8875,11.047,11.679,9.971,11.508,11.77,12.991,10.998,2020-03-02 14:13:23
9.887,11.043,11.677,9.971,11.508,11.77,12.991,10.997,2020-03-02 14:28:27
9.8865,11.04,11.675,9.97,11.507,11.769,12.99,10.997,2020-03-02 14:43:31
9.886,11.036,11.673,9.9695,11.507,11.767,12.988,10.995,2020-03-02 14:58:35
9.8855,11.033,11.672,9.969,11.506,11.766,12.987,10.994,2020-03-02 15:13:39
9.885,11.029,11.67,9.9685,11.506,11.765,12.987,10.994,2020-03-02 15:28:43
9.885,11.026,11.668,9.968,11.505,11.764,12.986,10.992,2020-03-02 15:43:47
9.8845,11.022,11.667,9.9675,11.505,11.763,12.985,10.992,2020-03-02 15:58:50
9.884,11.018,11.665,9.9675,11.504,11.764,12.985,10.991,2020-03-02 16:13:54
9.884,11.015,11.663,9.967,11.504,11.764,12.984,10.99,2020-03-02 16:28:58
9.884,11.012,11.661,9.967,11.504,11.764,12.984,10.99,2020-03-02 16:44:02
9.985,11.561,11.659,9.9665,11.507,11.764,12.983,10.989,2020-03-02 16:59:06
9.9845,11.663,12.109,10.079,11.617,11.913,13.189,11.242,2020-03-02 17:14:10
9.984,11.659,12.106,10.078,11.616,11.912,13.188,11.241,2020-03-02 17:29:14
9.9835,11.655,12.105,10.078,11.616,11.91,13.187,11.24,2020-03-02 17:44:18
9.983,11.651,12.103,10.077,11.615,11.908,13.185,11.239,2020-03-02 17:59:22
9.9825,11.646,12.1,10.077,11.615,11.908,13.185,11.238,2020-03-02 18:14:26
9.982,11.642,12.098,10.076,11.614,11.906,13.183,11.238,2020-03-02 18:29:29
9.9815,11.637,12.095,10.075,11.614,11.905,13.182,11.237,2020-03-02 18:44:33
9.981,11.633,12.093,10.075,11.614,11.905,13.181,11.235,2020-03-02 18:59:37
9.981,11.629,12.091,10.074,11.613,11.904,13.181,11.235,2020-03-02 19:14:41
9.9805,11.624,12.089,10.074,11.613,11.904,13.181,11.234,2020-03-02 19:29:45
9.9795,11.619,12.086,10.073,11.612,11.903,13.179,11.232,2020-03-02 19:44:49
9.979,11.614,12.084,10.073,11.612,11.901,13.178,11.232,2020-03-02 19:59:53
9.9785,11.609,12.081,10.072,11.611,11.9,13.176,11.231,2020-03-02 20:14:57
9.9785,11.604,12.079,10.072,11.611,11.899,13.175,11.23,2020-03-02 20:30:01
9.978,11.6,12.076,10.07,11.611,11.897,13.174,11.229,2020-03-02 20:45:04
9.9775,11.595,12.074,10.07,11.61,11.896,13.172,11.228,2020-03-02 21:00:08
9.977,11.59,12.071,10.069,11.61,11.895,13.171,11.227,2020-03-02 21:15:12
9.9765,11.585,12.069,10.069,11.609,11.894,13.17,11.226,2020-03-02 21:30:16
9.976,11.58,12.067,10.068,11.609,11.894,13.169,11.225,2020-03-02 21:45:20
9.9755,11.575,12.064,10.068,11.608,11.895,13.17,11.225,2020-03-02 22:00:24
9.9755,11.57,12.062,10.068,11.608,11.894,13.17,11.224,2020-03-02 22:15:28
9.9745,11.565,12.059,10.067,11.608,11.893,13.168,11.222,2020-03-02 22:30:32
9.9745,11.561,12.057,10.067,11.607,11.891,13.166,11.222,2020-03-02 22:45:36
9.974,11.555,12.055,10.066,11.607,11.891,13.165,11.221,2020-03-02 23:00:39
9.974,11.551,12.052,10.065,11.606,11.891,13.164,11.22,2020-03-02 23:15:43
9.9735,11.546,12.05,10.065,11.606,11.889,13.162,11.219,2020-03-02 23:30:47
9.9725,11.541,12.047,10.064,11.605,11.887,13.161,11.218,2020-03-02 23:45:51
