scale3,scale1,scale5,scale8,TIMESTAMP,scale7,scale6,scale2,scale4
9.92,9.212,8.849,8.863,2020-01-21 07:52:41,8.853,8.835,9.111,10.287
9.919,9.212,8.849,8.862,2020-01-21 08:07:45,8.852,8.8345,9.111,10.287
9.919,9.212,8.849,8.862,2020-01-21 08:22:49,8.852,8.834,9.111,10.288
9.919,9.212,8.8495,8.862,2020-01-21 08:37:52,8.852,8.834,9.111,10.281
9.9185,9.2125,8.849,8.862,2020-01-21 08:52:56,8.8515,8.834,9.111,10.281
9.919,9.212,8.8495,8.862,2020-01-21 09:08:00,8.8515,8.834,9.111,10.281
9.9185,9.2125,8.8495,8.862,2020-01-21 09:23:04,8.852,8.834,9.111,10.282
9.918,9.2125,8.8495,8.862,2020-01-21 09:38:08,8.8515,8.8335,9.111,10.281
9.918,9.2125,8.849,8.862,2020-01-21 09:53:12,8.8515,8.834,9.111,10.281
9.918,9.2125,8.8495,8.862,2020-01-21 10:08:16,8.8515,8.834,9.111,10.282
9.917,9.2125,8.8495,8.861,2020-01-21 10:23:20,8.8505,8.834,9.111,10.283
9.916,9.2125,8.8495,8.86,2020-01-21 10:38:23,8.8495,8.8335,9.1105,10.283
9.9145,9.213,8.85,8.8575,2020-01-21 10:53:27,8.848,8.833,9.11,10.284
9.913,9.213,8.85,8.855,2020-01-21 11:08:31,8.8455,8.832,9.109,10.28
9.9105,9.213,8.8505,8.8535,2020-01-21 11:23:35,8.8445,8.831,9.1085,10.281
9.9095,9.213,8.8505,8.853,2020-01-21 11:38:39,8.8435,8.8305,9.1085,10.282
9.9085,9.2135,8.8505,8.8525,2020-01-21 11:53:43,8.8435,8.831,9.108,10.283
9.9085,9.2135,8.8505,8.852,2020-01-21 12:08:47,8.843,8.83,9.108,10.283
9.908,9.2135,8.8505,8.852,2020-01-21 12:23:51,8.8425,8.8305,9.1085,10.283
9.9075,9.2135,8.8505,8.852,2020-01-21 12:38:55,8.8425,8.83,9.1085,10.283
9.9075,9.2135,8.8505,8.8515,2020-01-21 12:53:58,8.8425,8.8305,9.108,10.284
9.9075,9.2135,8.851,8.8515,2020-01-21 13:09:02,8.8425,8.8295,9.108,10.285
9.907,9.2135,8.851,8.851,2020-01-21 13:24:06,8.8425,8.83,9.108,10.284
9.907,9.2135,8.8505,8.851,2020-01-21 13:39:10,8.842,8.83,9.108,10.284
9.9065,9.2135,8.851,8.851,2020-01-21 13:54:14,8.842,8.83,9.108,10.285
9.9065,9.2135,8.851,8.851,2020-01-21 14:09:18,8.8415,8.8295,9.108,10.285
9.905,9.214,8.851,8.8495,2020-01-21 14:24:22,8.84,8.8295,9.1075,10.286
9.904,9.214,8.851,8.8475,2020-01-21 14:39:26,8.8385,8.8285,9.107,10.279
9.9025,9.214,8.8515,8.845,2020-01-21 14:54:30,8.8365,8.8275,9.106,10.281
9.9,9.2145,8.852,8.8425,2020-01-21 15:09:34,8.8345,8.8275,9.105,10.282
9.899,9.2145,8.852,8.8415,2020-01-21 15:24:37,8.8335,8.8265,9.105,10.278
9.898,9.2145,8.852,8.841,2020-01-21 15:39:41,8.8325,8.8265,9.105,10.279
9.897,9.2145,8.852,8.8405,2020-01-21 15:54:45,8.832,8.826,9.1045,10.278
9.897,9.2145,8.8525,8.8405,2020-01-21 16:09:49,8.832,8.826,9.1045,10.28
9.8965,9.215,8.8525,8.84,2020-01-21 16:24:53,8.832,8.826,9.104,10.28
9.8965,9.215,8.852,8.84,2020-01-21 16:39:57,8.8315,8.825,9.1045,10.279
9.896,9.2145,8.852,8.8395,2020-01-21 16:55:01,8.8315,8.825,9.1045,10.279
9.8955,9.215,8.852,8.84,2020-01-21 17:10:05,8.831,8.8255,9.1045,10.28
9.896,9.215,8.852,8.8395,2020-01-21 17:25:09,8.8315,8.8255,9.1045,10.279
9.896,9.215,8.852,8.8395,2020-01-21 17:40:13,8.831,8.8255,9.1045,10.28
9.8955,9.215,8.852,8.84,2020-01-21 17:55:16,8.831,8.825,9.1045,10.28
9.9,9.214,8.851,8.8415,2020-01-21 18:10:20,8.8345,8.825,9.1055,10.277
9.9125,9.213,8.849,8.8545,2020-01-21 18:25:24,8.849,8.8285,9.1115,10.267
9.9295,9.2125,8.846,8.8735,2020-01-21 18:40:28,8.8675,8.8345,9.119,10.257
9.944,9.212,8.8435,8.886,2020-01-21 18:55:32,8.8795,8.8395,9.1235,10.265
9.953,9.212,8.842,8.8925,2020-01-21 19:10:36,8.8855,8.843,9.126,10.265
9.9575,9.212,8.8415,8.896,2020-01-21 19:25:40,8.8885,8.8455,9.127,10.265
9.9595,9.212,8.842,8.8975,2020-01-21 19:40:44,8.8895,8.8465,9.127,10.27
9.96,9.212,8.842,8.8975,2020-01-21 19:55:48,8.889,8.8475,9.1265,10.271
9.96,9.2125,8.842,8.8975,2020-01-21 20:10:51,8.889,8.848,9.1265,10.271
9.96,9.2125,8.842,8.897,2020-01-21 20:25:55,8.8885,8.848,9.126,10.27
9.96,9.2125,8.842,8.897,2020-01-21 20:40:59,8.889,8.8485,9.126,10.271
9.96,9.2125,8.842,8.8975,2020-01-21 20:56:03,8.889,8.8485,9.126,10.271
9.96,9.2125,8.842,8.8975,2020-01-21 21:11:07,8.889,8.8485,9.126,10.271
9.9595,9.2125,8.842,8.897,2020-01-21 21:26:11,8.8885,8.8485,9.126,10.271
9.9595,9.2125,8.8425,8.8975,2020-01-21 21:41:15,8.8885,8.8485,9.126,10.272
9.96,9.2125,8.8425,8.897,2020-01-21 21:56:19,8.8885,8.849,9.126,10.272
9.9595,9.2125,8.8425,8.897,2020-01-21 22:11:23,8.8885,8.849,9.126,10.272
9.959,9.2125,8.8425,8.897,2020-01-21 22:26:26,8.8885,8.8485,9.126,10.272
9.9595,9.2125,8.8425,8.8975,2020-01-21 22:41:30,8.8885,8.849,9.126,10.273
9.9595,9.2125,8.8425,8.8975,2020-01-21 22:56:34,8.8885,8.849,9.126,10.273
9.9585,9.2125,8.843,8.8975,2020-01-21 23:11:38,8.8885,8.849,9.1255,10.272
9.961,9.2125,8.8425,8.8985,2020-01-21 23:26:42,8.8905,8.849,9.1265,10.272
9.961,9.2125,8.843,8.8985,2020-01-21 23:41:46,8.8905,8.8495,9.127,10.272
9.9605,9.213,8.843,8.8985,2020-01-21 23:56:50,8.8905,8.8495,9.1265,10.273
